Fichier - WelzlTime - NaifTime
samples/test-1543.points - 586935 - 111985031
samples/test-139.points - 1362513 - 112816775
samples/test-123.points - 514227 - 93857234
samples/test-880.points - 274916 - 82163001
samples/test-1406.points - 121317 - 78895476
samples/test-1356.points - 260842 - 91431188
samples/test-384.points - 207946 - 89515877
samples/test-1590.points - 405629 - 85978229
samples/test-1257.points - 288526 - 107836773
samples/test-462.points - 88832 - 98262960
samples/test-638.points - 492807 - 91367056
samples/test-114.points - 175672 - 95479931
samples/test-1491.points - 694896 - 105160867
samples/test-935.points - 357320 - 85952175
samples/test-88.points - 278783 - 113825985
samples/test-796.points - 337863 - 86548207
samples/test-830.points - 403667 - 93044755
samples/test-103.points - 408518 - 102731697
samples/test-678.points - 308141 - 108982153
samples/test-826.points - 309635 - 98824227
samples/test-792.points - 124823 - 84302899
samples/test-1409.points - 112813 - 96155827
samples/test-204.points - 124089 - 86720458
samples/test-387.points - 128936 - 93513879
samples/test-1445.points - 308713 - 104061749
samples/test-1196.points - 258646 - 94148061
samples/test-202.points - 285614 - 92902199
samples/test-420.points - 435303 - 88843859
samples/test-1011.points - 165709 - 122496931
samples/test-223.points - 192447 - 87023158
samples/test-708.points - 315863 - 83398817
samples/test-104.points - 392398 - 105124859
samples/test-24.points - 461264 - 85973018
samples/test-992.points - 581305 - 102295331
samples/test-1095.points - 274739 - 83565636
samples/test-1134.points - 593767 - 96142566
samples/test-1038.points - 182424 - 88668964
samples/test-968.points - 546907 - 93703776
samples/test-1020.points - 322962 - 84314364
samples/test-1488.points - 300806 - 81113154
samples/test-1404.points - 369993 - 81651971
samples/test-838.points - 596863 - 103352932
samples/test-637.points - 175899 - 93964058
samples/test-775.points - 188832 - 91847698
samples/test-1285.points - 475683 - 97805341
samples/test-1027.points - 221347 - 101545300
samples/test-1545.points - 497468 - 95148730
samples/test-597.points - 514871 - 100305203
samples/test-379.points - 435849 - 114864528
samples/test-1029.points - 522405 - 95041194
samples/test-846.points - 183398 - 92433290
samples/test-1504.points - 351984 - 101058633
samples/test-603.points - 597156 - 80719105
samples/test-1449.points - 442923 - 86047467
samples/test-1033.points - 415500 - 87635766
samples/test-702.points - 305255 - 82493930
samples/test-1573.points - 254908 - 94949208
samples/test-912.points - 113870 - 93023170
samples/test-851.points - 454796 - 93899387
samples/test-492.points - 270921 - 106205749
samples/test-196.points - 448946 - 86444631
samples/test-1049.points - 507920 - 95564240
samples/test-533.points - 419232 - 94178145
samples/test-831.points - 224343 - 107098251
samples/test-446.points - 425734 - 103513814
samples/test-230.points - 108627 - 147362
samples/test-1534.points - 405633 - 88745573
samples/test-360.points - 173396 - 90313532
samples/test-720.points - 203038 - 116513878
samples/test-573.points - 283147 - 100407575
samples/test-1040.points - 320863 - 79977513
samples/test-1450.points - 327703 - 89582300
samples/test-1142.points - 226988 - 87100262
samples/test-156.points - 203777 - 105345041
samples/test-1200.points - 254871 - 96165015
samples/test-740.points - 128536 - 88754676
samples/test-1311.points - 420386 - 125460003
samples/test-575.points - 429544 - 101174319
samples/test-894.points - 348889 - 88531524
samples/test-460.points - 397089 - 82529284
samples/test-1113.points - 311949 - 91972341
samples/test-217.points - 147609 - 103629724
samples/test-383.points - 191716 - 96544908
samples/test-1171.points - 142225 - 39461
samples/test-579.points - 1317104 - 81496786
samples/test-1394.points - 225712 - 94805599
samples/test-450.points - 511198 - 87903296
samples/test-1062.points - 339752 - 98684592
samples/test-907.points - 319819 - 111990752
samples/test-1294.points - 375336 - 102897698
samples/test-152.points - 256393 - 88587575
samples/test-852.points - 245912 - 84052277
samples/test-1120.points - 309003 - 93667836
samples/test-804.points - 507109 - 113314547
samples/test-471.points - 156203 - 91978986
samples/test-1639.points - 411511 - 104762696
samples/test-825.points - 250542 - 83790337
samples/test-1239.points - 150674 - 95619997
samples/test-1587.points - 602469 - 96888377
samples/test-171.points - 182303 - 107245135
samples/test-52.points - 690187 - 83632843
samples/test-822.points - 302573 - 90394010
samples/test-329.points - 317196 - 112330704
samples/test-1087.points - 231833 - 94032475
samples/test-1366.points - 253787 - 105602969
samples/test-197.points - 267730 - 87983066
samples/test-1405.points - 308719 - 100779516
samples/test-1619.points - 84657 - 103739909
samples/test-736.points - 302093 - 88155432
samples/test-974.points - 412358 - 86792956
samples/test-1083.points - 173093 - 109230434
samples/test-522.points - 383574 - 97479934
samples/test-726.points - 228198 - 97993400
samples/test-509.points - 450832 - 108890255
samples/test-101.points - 236841 - 85347486
samples/test-129.points - 244210 - 93084746
samples/test-245.points - 331583 - 97480597
samples/test-609.points - 245723 - 99080466
samples/test-29.points - 383948 - 99166690
samples/test-57.points - 210976 - 90372192
samples/test-656.points - 276618 - 101536588
samples/test-405.points - 291636 - 95006571
samples/test-860.points - 178584 - 106853116
samples/test-1610.points - 167238 - 100428589
samples/test-332.points - 220003 - 91056053
samples/test-257.points - 433019 - 99106022
samples/test-1177.points - 552236 - 101906242
samples/test-1023.points - 430003 - 112212620
samples/test-320.points - 416342 - 85444858
samples/test-1224.points - 470523 - 79916254
samples/test-1625.points - 386652 - 115243668
samples/test-991.points - 235248 - 85475764
samples/test-1538.points - 234095 - 83174569
samples/test-924.points - 195905 - 89549272
samples/test-69.points - 490747 - 93562481
samples/test-588.points - 440335 - 105344621
samples/test-1050.points - 317283 - 110042125
samples/test-186.points - 256302 - 101537120
samples/test-1145.points - 360578 - 85768488
samples/test-368.points - 342035 - 95903137
samples/test-844.points - 313058 - 87613389
samples/test-346.points - 372878 - 94280094
samples/test-1526.points - 264888 - 93604320
samples/test-1381.points - 368790 - 95277904
samples/test-366.points - 346618 - 96163628
samples/test-322.points - 317474 - 107551799
samples/test-1296.points - 530791 - 82797788
samples/test-456.points - 257813 - 101013019
samples/test-1613.points - 309462 - 92827839
samples/test-646.points - 516657 - 85355250
samples/test-1318.points - 282194 - 115873789
samples/test-1415.points - 273415 - 87583870
samples/test-679.points - 563826 - 80895994
samples/test-102.points - 233496 - 111974298
samples/test-426.points - 364709 - 109248329
samples/test-614.points - 355093 - 101632739
samples/test-1468.points - 230729 - 91910695
samples/test-716.points - 206373 - 102242738
samples/test-586.points - 436972 - 104738475
samples/test-1067.points - 143215 - 121619669
samples/test-1509.points - 137532 - 91538522
samples/test-1502.points - 519166 - 92545571
samples/test-840.points - 359096 - 98156049
samples/test-556.points - 330720 - 99904956
samples/test-727.points - 408256 - 97511219
samples/test-1008.points - 483839 - 101786149
samples/test-858.points - 241587 - 94530474
samples/test-1144.points - 261915 - 88244269
samples/test-910.points - 1100816 - 90922412
samples/test-582.points - 198347 - 90161915
samples/test-531.points - 193837 - 90630472
samples/test-1439.points - 102016 - 102257362
samples/test-528.points - 380971 - 90596133
samples/test-918.points - 172920 - 110566089
samples/test-262.points - 176000 - 95096841
samples/test-411.points - 258964 - 84322483
samples/test-541.points - 203729 - 83950618
samples/test-871.points - 338075 - 90802124
samples/test-1440.points - 573211 - 109895569
samples/test-1035.points - 327601 - 95237755
samples/test-1609.points - 238173 - 111888586
samples/test-1520.points - 280452 - 82204034
samples/test-546.points - 313458 - 98133814
samples/test-598.points - 522206 - 283041
samples/test-694.points - 270259 - 95532053
samples/test-779.points - 204217 - 89299193
samples/test-291.points - 242695 - 98807852
samples/test-1497.points - 431745 - 99883311
samples/test-733.points - 251430 - 94883518
samples/test-1334.points - 433674 - 99360771
samples/test-688.points - 342169 - 95916728
samples/test-38.points - 429304 - 106713591
samples/test-1546.points - 374580 - 120569609
samples/test-1412.points - 300814 - 100003334
samples/test-785.points - 305325 - 121529211
samples/test-470.points - 335829 - 115323892
samples/test-121.points - 268041 - 83176114
samples/test-791.points - 301228 - 89607597
samples/test-1021.points - 287670 - 95201888
samples/test-1006.points - 201290 - 90714029
samples/test-966.points - 406709 - 85174459
samples/test-767.points - 289230 - 89781518
samples/test-53.points - 345678 - 79157421
samples/test-977.points - 305795 - 97311135
samples/test-413.points - 277448 - 88703153
samples/test-639.points - 135609 - 98719444
samples/test-766.points - 178615 - 108450213
samples/test-695.points - 145102 - 87608305
samples/test-827.points - 129248 - 90589948
samples/test-535.points - 286454 - 92781928
samples/test-404.points - 601725 - 97747338
samples/test-82.points - 152923 - 108032898
samples/test-504.points - 447561 - 102549100
samples/test-1269.points - 634828 - 90022560
samples/test-1187.points - 78042 - 97270468
samples/test-1227.points - 515461 - 86691831
samples/test-1241.points - 543129 - 86542104
samples/test-1570.points - 385764 - 79580788
samples/test-1530.points - 232347 - 89741419
samples/test-1017.points - 178224 - 82678925
samples/test-55.points - 460755 - 81431869
samples/test-1115.points - 380600 - 83544163
samples/test-237.points - 422271 - 80023884
samples/test-1071.points - 380459 - 110457272
samples/test-1515.points - 371420 - 82277011
